WKT,fid,O,D,length,walkwidth2,walkwidth,width,side,buile_MAX,build_ave,build_Min,katagawa,green_ori,bridge,tunnel,crosswalk_ori,roof,river,D/H,gradient2,gradient,maxspeed,O_altitude,D_altitude,crosswalk,pedst,green,walkratio
"LINESTRING (139.6310666 35.4451238,139.6313766 35.4448233,139.6314895 35.4447139,139.6317345 35.4444764)",1893,325,322,94.037,4.5,4.5,11.5,1,0,0,0,0,1,0,0,0,1,0,0,-0.006380467,-0.0064,,2,1.4,0,0,1,0.391304347826087
"LINESTRING (139.6308671 35.4438328,139.6313703 35.4442061,139.6317345 35.4444764)",1894,340,322,106.282,4.5,4.5,12,1,0,0,0,0,1,0,0,0,0,0,0,-0.001881786,-0.0019,,1.6,1.4,0,0,1,0.375
"LINESTRING (139.6357006 35.4426687,139.6351521 35.4422809)",1895,418,323,65.791,0,0,20,2,72,72,72,1,3,0,0,0,0,0,0.277777778,0.009119788,0.0091,,1.3,1.9,0,1,1,0
"LINESTRING (139.6361205 35.4422785,139.6357006 35.4426687)",1896,423,323,57.702,5.5,5.5,14,1,0,0,0,0,1,0,0,0,0,0,0,0.010398253,0.0104,,1.3,1.9,0,0,1,0.392857142857143
"LINESTRING (139.630562 35.4456294,139.6308664 35.4453352,139.6310666 35.4451238)",1897,325,324,72.474,4.5,4.5,11.5,1,0,0,0,0,1,0,0,0,1,0,0,0.00275961,0.0028,,2,2.2,0,0,1,0.391304347826087
"LINESTRING (139.630562 35.4456294,139.6308662 35.4458126,139.6311395 35.4459772)",1898,331,324,65.057,2,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0.006148454,0.0061,,1.8,2.2,0,0,0,0.2
"LINESTRING (139.6295518 35.4450055,139.630562 35.4456294)",1899,335,324,114.835,2,2,10,1,0,0,0,0,0,0,0,0,0,0,0,-0.003483259,-0.0035,,2.6,2.2,0,0,0,0.2
"LINESTRING (139.6310666 35.4451238,139.6308824 35.4450103,139.6306072 35.4448407,139.6301082 35.444514)",1900,347,325,110.173,4,4,13,1,0,0,0,0,0,0,0,0,0,0,0,-0.000907663,-0.0009,,2.1,2,0,0,0,0.307692307692308
"LINESTRING (139.6322878 35.4458712,139.6326062 35.4456549,139.6330284 35.4453701)",1901,332,326,87.21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.002293315,0.0023,,1.5,1.7,0,0,0,0
"LINESTRING (139.6316266 35.4462845,139.6319626 35.4460745,139.6322878 35.4458712)",1902,338,326,75.495,3.5,3.5,13.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.002649182,-0.0026,,1.9,1.7,0,0,0,0.259259259259259
"LINESTRING (139.6334592 35.4456718,139.6335163 35.4457119,139.6336332 35.4457939)",1903,350,327,20.803,4.5,4.5,12,1,0,0,0,0,1,0,0,0,0,0,0,-0.009613998,-0.0096,,1.6,1.4,0,0,1,0.375
"LINESTRING (139.6330284 35.4453701,139.6332697 35.4455375,139.6333961 35.4456271,139.6334592 35.4456718)",1904,332,327,51.463,4.5,4.5,12,1,0,0,0,0,1,0,0,0,0,0,0,-0.001943144,-0.0019,,1.5,1.4,0,0,1,0.375
"LINESTRING (139.6337487 35.4455061,139.6335476 35.4456212,139.6334592 35.4456718)",1905,352,327,32.05,4,4,16.5,1,16,16,16,1,1,0,0,0,0,0,1.03125,-0.003120125,-0.0031,,1.5,1.4,0,0,1,0.242424242424242
"LINESTRING (139.6311395 35.4459772,139.6308153 35.4463231)",1906,331,328,48.393,2.5,2.5,9,1,0,0,0,0,0,0,0,0,0,0,0,0.002066415,0.0021,,1.8,1.9,0,0,0,0.277777777777778
"LINESTRING (139.631444 35.4467875,139.6319994 35.4465138)",1907,339,329,58.8,4,4,16.5,1,48,30.33333333,12,2,1,0,0,0,0,0,0.543956044,-0.008503401,-0.0085,,2.4,1.9,0,0,1,0.242424242424242
"LINESTRING (139.6319994 35.4465138,139.6325005 35.4468304)",1908,334,329,57.444,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.006963303,0.007,,1.5,1.9,0,0,0,0
"LINESTRING (139.6316266 35.4462845,139.6319994 35.4465138)",1909,338,329,42.315,2,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.9,1.9,0,0,0,0.2
"LINESTRING (139.6288285 35.444545,139.6289247 35.4446063,139.629343 35.4448725,139.6295518 35.4450055)",1910,335,330,83.158,2,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.6,2.6,0,0,0,0.2
"LINESTRING (139.6282866 35.4440637,139.6287654 35.444489,139.6288285 35.444545)",1911,333,330,72.623,3,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0.001376974,0.0014,,2.5,2.6,0,0,0,0.333333333333333
"LINESTRING (139.6311395 35.4459772,139.6316266 35.4462845)",1912,338,331,55.808,2,2,10,1,0,0,0,0,0,0,0,0,0,0,0,-0.001791858,-0.0018,,1.9,1.8,0,0,0,0.2
"LINESTRING (139.6323264 35.4448861,139.6330284 35.4453701)",1913,337,332,83.309,4.5,4.5,12,1,0,0,0,0,1,0,0,0,0,0,0,0.001200351,0.0012,,1.4,1.5,0,0,1,0.375
"LINESTRING (139.6282866 35.4440637,139.6285654 35.4438137,139.6288239 35.4435876)",1914,444,333,71.917,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0.001390492,0.0014,,2.4,2.5,0,0,0,0.238095238095238
"LINESTRING (139.6320082 35.4474081,139.6325142 35.4469142,139.6325234 35.4468862,139.6325211 35.4468591,139.6325005 35.4468304)",1915,692,334,81.475,6,6,12,1,0,0,0,0,1,0,0,0,0,0,0,-0.019637926,-0.0196,,3.1,1.5,0,0,1,0.5
"LINESTRING (139.6295518 35.4450055,139.6293997 35.4451405,139.6292027 35.4453152)",1916,344,335,46.755,2.5,2.5,9.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.006416426,-0.0064,,2.9,2.6,0,0,0,0.263157894736842
"LINESTRING (139.6301082 35.444514,139.6295518 35.4450055)",1917,347,335,74.346,2.5,2.5,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0.006725311,0.0067,,2.1,2.6,0,0,0,0.263157894736842
"LINESTRING (139.631444 35.4467875,139.6313973 35.4467169,139.6316266 35.4462845)",1918,339,338,61.294,2.5,2.5,6.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.008157405,-0.0082,,2.4,1.9,0,0,1,0.384615384615385
"LINESTRING (139.6308671 35.4438328,139.6304886 35.4441674,139.6301082 35.444514)",1919,347,340,102.295,2.5,2.5,9.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.004887824,-0.0049,,2.1,1.6,0,0,0,0.263157894736842
"LINESTRING (139.6316636 35.4431102,139.6313654 35.4433808,139.6311667 35.443561,139.6311448 35.4435809,139.6308671 35.4438328)",1920,348,340,107.993,2.5,2.5,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0.000925986,0.0009,,1.5,1.6,0,0,0,0.263157894736842
"LINESTRING (139.6321082 35.4427139,139.6320527 35.4427632)",1921,644,341,7.438,2.5,0,9.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1.2,1.2,1,0,0,0
"LINESTRING (139.6316636 35.4431102,139.6320024 35.4428081,139.6320527 35.4427632)",1922,348,341,52.261,2.5,2.5,9.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.005740418,-0.0057,,1.5,1.2,0,0,0,0.263157894736842
"LINESTRING (139.6292027 35.4453152,139.6288307 35.4456493)",1923,344,342,50.157,2.5,2.5,9.5,1,28,19,10,2,0,0,0,0,0,0,0.5,0,0,,2.9,2.9,0,0,0,0.263157894736842
"LINESTRING (139.6346757 35.4435791,139.6349659 35.4433199)",1924,549,343,39.01,2,2,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0.005126891,0.0051,,1.1,1.3,0,0,0,0.16
"LINESTRING (139.6344328 35.4429263,139.6349659 35.4433199)",1925,550,343,65.175,3.5,3.5,17,1,43,25.55555556,18,2,1,0,0,0,0,0,0.665217391,0.001534331,0.0015,,1.2,1.3,0,0,1,0.205882352941176
"LINESTRING (139.6356159 35.4437891,139.6355132 35.443715,139.6349659 35.4433199)",1926,346,343,78.672,3.5,3.5,17,1,0,0,0,0,1,0,0,0,0,0,0,-0.003813301,-0.0038,,1.6,1.3,0,0,1,0.205882352941176
"LINESTRING (139.6338967 35.4425305,139.6330189 35.4419081)",1927,349,345,105.419,3.5,3.5,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,0,0,1,0.205882352941176
"LINESTRING (139.6326002 35.4422774,139.6330189 35.4419081)",1928,556,345,55.902,5.5,5.5,20.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.001788845,-0.0018,,1.1,1,0,0,1,0.268292682926829
"LINESTRING (139.6333539 35.4416029,139.6330189 35.4419081)",1929,427,345,45.527,5.5,5.5,20.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.002196499,-0.0022,,1.1,1,0,0,1,0.268292682926829
"LINESTRING (139.6356159 35.4437891,139.6353073 35.4440418)",1930,553,346,39.637,12,12,25,1,7,7,7,1,2,0,0,0,0,0,3.571428571,0.005045791,0.005,,1.4,1.6,0,0,1,0.48
"LINESTRING (139.633608 35.4427859,139.6338967 35.4425305)",1931,551,349,38.607,3.5,3.5,17,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,1,1,0,0,1,0.205882352941176
"LINESTRING (139.6344328 35.4429263,139.6338967 35.4425305)",1932,550,349,65.541,3.5,3.5,17,1,0,0,0,0,1,0,0,0,0,0,0,-0.003051525,-0.0031,,1.2,1,0,0,1,0.205882352941176
"LINESTRING (139.6332493 35.4451604,139.6335729 35.4453844,139.6336981 35.445471,139.6337487 35.4455061)",1933,352,351,59.365,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.5,1.5,0,0,0,0
"LINESTRING (139.639223 35.440162,139.6396622 35.4397553)",1934,386,353,60.235,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.5,2.5,0,0,0,0
"LINESTRING (139.639223 35.440162,139.6395549 35.4403943,139.6396204 35.4404402)",1935,379,353,47.467,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.010533634,0.0105,,2,2.5,0,0,0,0
"LINESTRING (139.6387719 35.439846,139.639223 35.440162)",1936,409,353,53.896,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.001855425,0.0019,,2.4,2.5,0,0,0,0
"LINESTRING (139.6375183 35.4382559,139.6379786 35.4378304)",1937,371,354,63.068,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00475677,0.0048,,2.5,2.8,0,0,0,0
"LINESTRING (139.6385527 35.4382509,139.6384948 35.4382085,139.6379786 35.4378304)",1938,411,354,69.939,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.8,2.8,0,0,0,0
"LINESTRING (139.6404987 35.4382623,139.6411707 35.4387401,139.6412377 35.4387877)",1939,407,355,88.855,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.002250858,0.0023,,2.5,2.7,0,0,0,0
"LINESTRING (139.640871 35.4391756,139.6409354 35.4391075,139.6412377 35.4387877)",1940,410,355,54.443,3.5,3.5,14.6,1,0,0,0,0,1,0,0,0,0,0,0,0.00551035,0.0055,,2.4,2.7,0,0,1,0.23972602739726
"LINESTRING (139.634342 35.4366513,139.6332769 35.4362761)",1941,391,356,105.128,3,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0.012365878,0.0124,,2.1,3.4,0,0,1,0.136363636363636
"LINESTRING (139.6404987 35.4382623,139.6401083 35.4386199)",1942,407,357,53.217,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.001879099,0.0019,,2.5,2.6,0,0,0,0
"LINESTRING (139.639655 35.4390348,139.6401083 35.4386199)",1943,398,357,61.765,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.00161904,-0.0016,,2.7,2.6,0,0,0,0
"LINESTRING (139.6395401 35.438218,139.6401083 35.4386199)",1944,385,357,68.168,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.001466964,-0.0015,,2.7,2.6,0,0,0,0
"LINESTRING (139.6404657 35.4388803,139.6401083 35.4386199)",1945,363,357,43.437,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.6,2.6,0,0,0,0
"LINESTRING (139.6396622 35.4397553,139.6395051 35.439645)",1946,386,358,18.788,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.005322546,0.0053,,2.5,2.6,0,0,0,0
"LINESTRING (139.6392122 35.4394394,139.6395051 35.439645)",1947,404,358,35.025,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.6,2.6,0,0,0,0
"LINESTRING (139.6399355 35.4392324,139.6395051 35.439645)",1948,413,358,60.21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.001660854,-0.0017,,2.7,2.6,0,0,0,0
"LINESTRING (139.6380068 35.4372897,139.6370577 35.4372119)",1949,388,359,86.419,3,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0.003471459,0.0035,,3.6,3.9,0,0,1,0.136363636363636
"LINESTRING (139.6360098 35.4371846,139.6361791 35.4371815,139.6370577 35.4372119)",1950,372,359,95.012,3,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0.017892477,0.0179,,2.2,3.9,0,0,1,0.136363636363636
"LINESTRING (139.6366051 35.4376169,139.6366609 35.4375669,139.6369703 35.4372901,139.6370577 35.4372119)",1951,381,359,60.904,6.5,6.5,23,1,0,0,0,0,1,0,0,0,0,0,0,0.026270852,0.0263,,2.3,3.9,0,0,1,0.282608695652174
"LINESTRING (139.634886 35.4406772,139.6345575 35.4404727)",1952,417,360,37.453,5.5,5.5,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.6,1.6,0,0,1,0.305555555555556
"LINESTRING (139.6342223 35.4402863,139.6345575 35.4404727)",1953,683,360,36.766,5.5,5.5,18,1,0,0,0,0,1,0,0,0,0,0,0,0.008159713,0.0082,,1.3,1.6,0,0,1,0.305555555555556
"LINESTRING (139.6354231 35.4396504,139.6346102 35.4404227,139.6345575 35.4404727)",1954,392,360,120.456,5,5,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.6,1.6,0,0,1,0.238095238095238
"LINESTRING (139.6336844 35.4412752,139.6344957 35.4405295,139.6345575 35.4404727)",1955,403,360,119.243,5,5,21,1,0,0,0,0,1,0,0,0,0,0,0,0.005031742,0.005,,1,1.6,0,0,1,0.238095238095238
"LINESTRING (139.6414295 35.4402896,139.6418456 35.4399273)",1956,406,361,55.172,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.007250054,0.0073,,2.2,2.6,0,0,0,0
"LINESTRING (139.6413815 35.4395623,139.6418456 35.4399273)",1957,374,361,58.438,2.5,2.5,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.6,2.6,0,0,0,0.217391304347826
"LINESTRING (139.6420385 35.4400648,139.6418456 35.4399273)",1958,626,361,23.22,2.5,2.5,11.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.008613264,-0.0086,,2.8,2.6,0,0,0,0.217391304347826
"LINESTRING (139.6344776 35.4378243,139.6351891 35.4381578)",1959,373,362,74.365,4.5,4.5,20.5,1,0,0,0,0,2,0,1,0,0,0,0,0,0,,1.9,1.9,0,0,1,0.219512195121951
"LINESTRING (139.635638 35.4377616,139.6352861 35.4380722,139.6351891 35.4381578)",1960,442,362,59.957,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.006671448,-0.0067,,2.3,1.9,0,0,0,0.238095238095238
"LINESTRING (139.6347646 35.4385259,139.6351147 35.4382223,139.6351891 35.4381578)",1961,397,362,56.163,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0.001780532,0.0018,,1.8,1.9,0,0,0,0.238095238095238
"LINESTRING (139.640019 35.4392913,139.6404657 35.4388803)",1962,377,363,61.043,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.001638189,0.0016,,2.5,2.6,0,0,0,0
"LINESTRING (139.640871 35.4391756,139.6408015 35.439125,139.6404657 35.4388803)",1963,410,363,49.259,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.004060172,0.0041,,2.4,2.6,0,0,0,0
"LINESTRING (139.6324474 35.4374226,139.6334704 35.4379123)",1964,430,364,107.492,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0.000930302,0.0009,,1.4,1.5,0,0,1,0
"LINESTRING (139.6341511 35.438235,139.6334704 35.4379123)",1965,368,364,71.348,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.004204743,-0.0042,,1.8,1.5,0,0,0,0
"LINESTRING (139.6307733 35.4417185,139.6308065 35.4416713,139.6310209 35.4413757)",1966,650,365,44.228,2.5,2.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0.002261011,0.0023,,1,1.1,0,0,0,0.227272727272727
"LINESTRING (139.6376609 35.4390738,139.6381005 35.4386673)",1967,415,366,60.243,3.5,3.5,17,1,0,0,0,0,2,0,0,0,0,0,0,0.001659944,0.0017,,2.5,2.6,0,0,1,0.205882352941176
"LINESTRING (139.6385527 35.4382509,139.6381005 35.4386673)",1968,411,366,61.823,3.5,3.5,17,1,0,0,0,0,2,0,0,0,0,0,0,-0.003235042,-0.0032,,2.8,2.6,0,0,1,0.205882352941176
"LINESTRING (139.6386526 35.4390466,139.6385114 35.4389475,139.6381551 35.4387046,139.6381005 35.4386673)",1969,390,366,65.427,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.004585263,-0.0046,,2.9,2.6,0,0,0,0
"LINESTRING (139.6375183 35.4382559,139.6380423 35.4386261,139.6381005 35.4386673)",1970,371,366,69.819,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.001432275,0.0014,,2.5,2.6,0,0,0,0
"LINESTRING (139.6324682 35.4405856,139.63289 35.4402064)",1971,437,367,56.904,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.1,1.1,0,0,0,0.238095238095238
"LINESTRING (139.6338425 35.4386084,139.6341511 35.438235)",1972,375,368,50.056,4.5,4.5,11.5,1,0,0,0,0,1,0,0,0,0,0,0,0.011986575,0.012,,1.2,1.8,0,0,1,0.391304347826087
"LINESTRING (139.6347646 35.4385259,139.6341511 35.438235)",1973,397,368,64.307,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.8,1.8,0,0,0,0
"LINESTRING (139.6344776 35.4378243,139.6344185 35.4378986,139.6341511 35.438235)",1974,373,368,54.41,4.5,4.5,11.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.001837897,-0.0018,,1.9,1.8,0,0,1,0.391304347826087
"LINESTRING (139.6405471 35.4403763,139.6411732 35.4408158)",1975,387,369,74.87,4,4,16.5,1,0,0,0,0,1,0,0,0,0,0,0,0.001335648,0.0013,,2.1,2.2,0,0,1,0.242424242424242
"LINESTRING (139.6414295 35.4402896,139.6415976 35.4404107,139.6415864 35.4404742,139.6415027 35.440547,139.6413882 35.4406652,139.641271 35.4407494,139.6411732 35.4408158)",1976,406,369,80.985,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.2,2.2,0,0,0,0
"LINESTRING (139.6400614 35.4414223,139.6401256 35.4413931,139.6406289 35.441161,139.6408802 35.4410155,139.6410923 35.4408745,139.6411732 35.4408158)",1977,628,369,121.596,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.003289582,-0.0033,,2.6,2.2,0,0,0,0
"LINESTRING (139.640019 35.4392913,139.6403875 35.4395508,139.640459 35.4396012)",1978,377,370,52.691,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.001897857,-0.0019,,2.5,2.4,0,0,0,0
"LINESTRING (139.6409729 35.4399609,139.6405152 35.4396405,139.640459 35.4396012)",1979,412,370,61.378,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.003258497,-0.0033,,2.6,2.4,0,0,0,0
"LINESTRING (139.640871 35.4391756,139.6407966 35.4392522,139.640459 35.4396012)",1980,410,370,60.273,3.5,3.5,14.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,2.4,2.4,0,0,1,0.23972602739726
"LINESTRING (139.6400302 35.4400136,139.6400712 35.4399742,139.640459 35.4396012)",1981,394,370,60.099,3.5,3.5,14.6,1,0,0,0,0,1,0,0,0,0,0,0,0.001663921,0.0017,,2.3,2.4,0,0,1,0.23972602739726
"LINESTRING (139.6370821 35.4386628,139.6375183 35.4382559)",1982,395,371,60.073,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.5,2.5,0,0,0,0
"LINESTRING (139.6372002 35.4380311,139.6375183 35.4382559)",1983,408,371,38.149,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.5,2.5,0,0,0,0
"LINESTRING (139.6357436 35.4371307,139.6358386 35.4371569,139.6360098 35.4371846)",1984,434,372,24.899,3,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0.004016226,0.004,,2.1,2.2,0,0,1,0.136363636363636
"LINESTRING (139.6361645 35.437297,139.6360668 35.437226,139.6360098 35.4371846)",1985,419,372,18.779,3.5,3.5,11.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.015975292,-0.016,,2.5,2.2,0,0,0,0.304347826086957
"LINESTRING (139.6344776 35.4378243,139.6345469 35.4377241,139.6347965 35.4373632)",1986,424,373,58.852,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.00679671,-0.0068,,2.3,1.9,0,0,0,0
"LINESTRING (139.6409729 35.4399609,139.6413815 35.4395623)",1987,412,374,57.747,4,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.6,2.6,0,0,0,0.307692307692308
"LINESTRING (139.640871 35.4391756,139.640919 35.4392119,139.6413815 35.4395623)",1988,410,374,63.149,2.5,2.5,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0.003167113,0.0032,,2.4,2.6,0,0,0,0.217391304347826
"LINESTRING (139.6343805 35.438862,139.6338425 35.4386084)",1989,376,375,56.31,3,3,14.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.001775884,-0.0018,,1.3,1.2,0,0,1,0.206896551724138
"LINESTRING (139.6343805 35.438862,139.6347646 35.4385259)",1990,397,376,51.064,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.009791634,-0.0098,,1.8,1.3,0,0,0,0.238095238095238
"LINESTRING (139.63332 35.4398199,139.6333941 35.4397529,139.6343805 35.438862)",1991,393,376,143.442,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0.001394292,0.0014,,1.1,1.3,0,0,0,0.238095238095238
"LINESTRING (139.6399355 35.4392324,139.640019 35.4392913)",1992,413,377,10.006,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.019988007,-0.02,,2.7,2.5,0,0,0,0
"LINESTRING (139.6307733 35.4417185,139.6307225 35.4417888)",1993,650,378,9.071,2.5,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,1,0,0,0
"LINESTRING (139.6303879 35.442189,139.6306733 35.4418476,139.6307225 35.4417888)",1994,448,378,53.843,2.5,2.5,10.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.005571755,-0.0056,,1.3,1,0,0,0,0.238095238095238
"LINESTRING (139.6396204 35.4404402,139.6396719 35.4404761,139.6400517 35.4407407)",1995,396,379,51.412,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.003890142,-0.0039,,2.2,2,0,0,0,0
"LINESTRING (139.6400302 35.4400136,139.639972 35.4400746,139.6397147 35.4403438,139.6396204 35.4404402)",1996,394,379,60.237,3.5,3.5,14.6,1,0,0,0,0,1,0,0,0,0,0,0,-0.004980328,-0.005,,2.3,2,0,0,1,0.23972602739726
"LINESTRING (139.6395401 35.438218,139.6390909 35.4386392)",1997,385,380,62.046,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.004835122,0.0048,,2.7,3,0,0,0,0
"LINESTRING (139.6386526 35.4390466,139.6390909 35.4386392)",1998,390,380,60.24,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.001660027,0.0017,,2.9,3,0,0,0,0
"LINESTRING (139.639655 35.4390348,139.6390909 35.4386392)",1999,398,380,67.429,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0.004449124,0.0044,,2.7,3,0,0,0,0
"LINESTRING (139.6385527 35.4382509,139.6385976 35.4382833,139.6390909 35.4386392)",2000,411,380,65.128,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0.003070876,0.0031,,2.8,3,0,0,0,0
"LINESTRING (139.6372002 35.4380311,139.6367155 35.4376938,139.6366051 35.4376169)",2001,408,381,70.908,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.002820556,-0.0028,,2.5,2.3,0,0,0,0
"LINESTRING (139.6361645 35.437297,139.6365155 35.4375518,139.6366051 35.4376169)",2002,419,381,53.466,3.5,3.5,11.5,1,0,0,0,0,0,0,0,0,0,0,0,-0.003740695,-0.0037,,2.5,2.3,0,0,0,0.304347826086957
"LINESTRING (139.6404987 35.4382623,139.640626 35.4381458,139.6406488 35.4381249)",2003,407,382,20.453,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.009778517,-0.0098,,2.5,2.3,0,0,0,0
"LINESTRING (139.6401719 35.4380171,139.6403432 35.4380593,139.6406488 35.4381249)",2004,416,382,44.844,3,3,22,1,0,0,0,0,1,0,0,0,0,1,0,-0.002229953,-0.0022,,2.4,2.3,0,0,1,0.136363636363636
"LINESTRING (139.6386526 35.4390466,139.6382153 35.4394479)",2005,390,383,59.671,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.005027568,-0.005,,2.9,2.6,0,0,0,0
"LINESTRING (139.6382153 35.4394479,139.6387719 35.439846)",2006,409,383,67.098,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.002980715,0.003,,2.4,2.6,0,0,0,0
"LINESTRING (139.6376609 35.4390738,139.6377066 35.4391046,139.6382153 35.4394479)",2007,415,383,65.215,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00153339,0.0015,,2.5,2.6,0,0,0,0
"LINESTRING (139.6405471 35.4403763,139.6404821 35.4403307)",2008,387,384,7.771,4,4,16.5,1,0,0,0,0,1,0,0,0,0,0,0,0.012868357,0.0129,,2.1,2.2,0,0,1,0.242424242424242
"LINESTRING (139.6400302 35.4400136,139.6400929 35.4400576,139.6404821 35.4403307)",2009,394,384,54.03,4,4,16.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.001850824,-0.0019,,2.3,2.2,0,0,1,0.242424242424242
"LINESTRING (139.6400517 35.4407407,139.6404821 35.4403307)",2010,396,384,59.99,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2.2,2.2,0,0,1,0
"LINESTRING (139.6398667 35.4379324,139.6398156 35.4379771,139.6395401 35.438218)",2011,402,385,43.405,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.004607764,0.0046,,2.5,2.7,0,0,0,0
"LINESTRING (139.6400302 35.4400136,139.6399683 35.4399702,139.6396622 35.4397553)",2012,394,386,44.004,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.004545041,0.0045,,2.3,2.5,0,0,0,0
"LINESTRING (139.6409729 35.4399609,139.6405471 35.4403763)",2013,412,387,60.179,4,4,13,1,0,0,0,0,0,0,0,0,0,0,0,-0.008308546,-0.0083,,2.6,2.1,0,0,0,0.307692307692308
